Country,Company Name,Website,Email,,Main Product,,,,,,,,,,,,,,,,,,,,,
DE,BILZ Werkzeugfabrik GmbH & Co.KG,,,,,,,,,,,,,,,,,,,,,,,,,
PL,BIURO INŻYNIERSKIE,https://www.hbm.com.pl,info@hbm.com.pl,,,,,,,,,,,,,,,,,,,,,,,
IT,BNP SRL,,,,,,,,,,,,,,,,,,,,,,,,,
PL,BODYCOTE POLSKA Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
IT,BOLDRINI IMPORT EXPORT S.r.l.,http://www.polwelt.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,BOLTEX,https://boltex.com.pl,a.siudzinska@boltex.com.pl,,,,,,,,,,,,,,,,,,,,,,,
DE,BOTEK,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,BPI Global Bartłomiej Piejka,,,,,,,,,,,,,,,,,,,,,,,,,
IT,BPR CURVATRICI,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
CH,BRUDERER AG,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,BTC MASZYNY STOLARCZYK,https://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,BALLUFF,https://www.balluff.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,CADXPERT,https://www.cadxpert.com.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,CASTOR UNIA GOSPODARCZA Sp. z o.o.,http://castor.com.pl,,,,,,,,,,,,,,,,,,,,,,,,
IT,CEMSA INTERNATIONAL S.r.l,http://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
CN,"CHANGZHOU GUANGXIN TOOLS CO., LTD.",https://www.guangxin419.com,7683419@guangxin419.com,,,,,,,,,,,,,,,,,,,,,,,
TW,CHUMPOWER,https://www.chumpowerchuck.com,,,,,,,,,,,,,,,,,,,,,,,,
PL,CLOOS-POLSKA,https://www.cloos.pl,firma@cloos.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,COLD SPRAY TECH Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,CONBERG Sp. z o.o. Sp. k.,,,,,,,,,,,,,,,,,,,,,,,,,
IT,COSTA LEVIGATRICI S.p.A.,https://www.interpoler.pl,,,,,,,,,,,,,,,,,,,,,,,,
BE,CRYONOMIC - ARTIMPEX N.V.,https://www.cryonomic.com,info@cryonomic.com,,,,,,,,,,,,,,,,,,,,,,,
PL,CUBE SYSTEMS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,http://www.cubesystems.pl,biuro@cubesystems.pl,,,,,,,,,,,,,,,,,,,,,,,
IT,CY-LASER HQ,http://www.polwelt.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,Centrum Maszyn CNC | Fanuci & Falcon,http://www.centrummaszyncnc.pl,biuro@centrummaszyncnc.pl,,,,,,,,,,,,,,,,,,,,,,,
GB,Continental Diamond Tool Limited,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DATRON AG,https://www.datron.de,tools@datron.de,,,,,,,,,,,,,,,,,,,,,,,
IT,DAVI,http://www.polwelt.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,DBR 77 Robotics Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,DEMATEC POLSKA,https://www.dematec.pl,biuro@dematec.pl,,,,,,,,,,,,,,,,,,,,,,,
DE,DIATEC DIAMANTTECHNIK,,,,,,,,,,,,,,,,,,,,,,,,,
CZ,"DIEFFENBACHER - CZ, hydraulické lisy, s. r. o.",https://www.penny-gondek.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,DIG ŚWITAŁA,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
ES,DIPER,https://www.diper.net,diper@diper.net,,,,,,,,,,,,,,,,,,,,,,,
IT,DKI / CONTI,https://www.dkisrl.it/,info@dkisrl.it,,,,,,,,,,,,,,,,,,,,,,,
PL,DOLEZYCH,https://www.dolezych.pl,info@dolezych.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,DOMOWE SANATORIUM Sp. z o.o.,"http://www.domowesanatorium.pl, https://touchbeauty.pl/",,,,,,,,,,,,,,,,,,,,,,,,
PL,DPIdea Spółka z ograniczoną odpowiedzialnością,http://www.dpidea.pl,info@dpidea.pl,,,,,,,,,,,,,,,,,,,,,,,
LT,DTS Solutions UAB,http://www.dts-solutions.lt/index.php,info@dts-solutions.lt,,,,,,,,,,,,,,,,,,,,,,,
NL,DYNOBEND B.V.,http://www.dynobend.com,sales@dynobend.com,,,,,,,,,,,,,,,,,,,,,,,
IT,DIETRONIC,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,Dobot Europe GmbH,,,,,,,,,,,,,,,,,,,,,,,,,
DE,ECKOLD GmbH & Co. KG,http://www.polwelt.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,ECO-LINE Sp. z o.o.,http://www.ecoline.com.pl,andrzej.potocki@ecoline.com.pl,,,,,,,,,,,,,,,,,,,,,,,
DE,ECOCLEAN,http://ecoclean-group.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,ECOROLL AG,,,,,,,,,,,,,,,,,,,,,,,,,
PL,EFAFLEX POLSKA,https://www.efaflex.pl,info@efaflex.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,ELAMED Sp. z o.o.,http://www.elamed.pl,elamed@elamed.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,ELOKON Sp. z o.o.,http://elokon.com,mail@elokon.com,,,,,,,,,,,,,,,,,,,,,,,
DE,ELTEN,https://elten.com/pl/,service@elten.com,,,,,,,,,,,,,,,,,,,,,,,
PL,ELTRON SP. Z O.O. SP.K.,https://www.eltron.pl,kontakt@eltron.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,EMCO CNC POLSKA Sp. z o.o.,http://www.polaris.com.pl,,,,,,,,,,,,,,,,,,,,,,,,
FR,EMG PRESSES,http://www.polwelt.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,EMPTMEYER POLSKA Sp. z o.o.,https://www.emptmeyer.pl,info@emptmeyer.de,,,,,,,,,,,,,,,,,,,,,,,
NL,EPSON EUROPE BV,,,,,,,,,,,,,,,,,,,,,,,,,
PL,EROWA TECHNOLOGY Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
CH,ESCO SA,https://www.escomatic.ch,info@escomatic.ch,,,,,,,,,,,,,,,,,,,,,,,
PL,EUCHNER Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,EUROIMPIANTI POLSKA Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,EUROMETAL,https://www.eurometal.com.pl,eurometal@eurometal.com.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,EUROPA SYSTEMS,"https://www.europasystems.com, www.europasystems.pl",,,,,,,,,,,,,,,,,,,,,,,,
CN,"Eurocrane (China) Co., Ltd.",http://www.eurocraneglobal.com/,contact@eurocrane.com.cn,,,,,,,,,,,,,,,,,,,,,,,
PL,FABRITY S.A.,https://fabrity.com/,biuro@fabrity.pl,,,,,,,,,,,,,,,,,,,,,,,
ES,FAGOR ARRASATE S. COOP.,http://www.fagorarrasate.com,fagorarrasate@fagorarrasate.com,,,,,,,,,,,,,,,,,,,,,,,
PL,FANUC Polska Sp. z o.o.,http://www.fanuc.pl,user@domain.com,,,,,,,,,,,,,,,,,,,,,,,
DE,FARSOON EUROPE,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,FLEXIMO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,,,,,,,,,,,,,,,,,,,,,,
PL,FLSTECH Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,FORUM MEDIA POLSKA Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
IT,FPT,http://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,FUHR GmbH & Co. KG,https://www.tatje.com,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Foshan Huibaisheng Laser Technology Co., Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,
IT,G.A.D.E. S.R.L.,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
IT,GALDABINI,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
IT,GASPARINI S.p.a.,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,GEORG RENDER,https://www.auer.com.pl,,,,,,,,,,,,,,,,,,,,,,,,
CH,GERBER RENÉ AG,https://www.gerber-maschinen.ch,info@gerber-maschinen.ch,,,,,,,,,,,,,,,,,,,,,,,
DE,GERIMA GmbH,http://www.polwelt.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,GFG POLSKA,https://www.gfg.pl/,,,,,,,,,,,,,,,,,,,,,,,,
IT,GIMAX Srl,https://www.tatje.com,,,,,,,,,,,,,,,,,,,,,,,,
PL,GM AUTOMATYKA,https://www.gmautomatyka.pl,info@gmautomatyka.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,GSMT Bartosz Morawski,http://www.gsmt.pl,biuro@gsmt.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,GUDEL,https://www.swisschamber.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,GUSS-EX,https://www.guss-ex.com.pl,a.belc@guss-ex.com.pl,,,,,,,,,,,,,,,,,,,,,,,
DE,Graichen Produktions- und Vertriebs GmbH,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Guangzhou Teyu Electromechanical Co., Ltd.",https://www.teyuchiller.com,sales@teyuchiller.com,,,,,,,,,,,,,,,,,,,,,,,
PL,HAAS,https://www.abplanalp.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,HAINBUCH,,,,,,,,,,,,,,,,,,,,,,,,,
DE,HANVAC GmbH,https://www.hanvac.de,trade@han-vac.com,,,,,,,,,,,,,,,,,,,,,,,
CH,HATEBUR UMFORMMASCHINEN,https://www.hatebur.com,info@hatebur.com,,,,,,,,,,,,,,,,,,,,,,,
PL,HELPI OPTICS Sp. z o.o.,https://helpi-optics.pl/,kontakt@helpi-optics.pl,,,,,,,,,,,,,,,,,,,,,,,
DE,HERMANN BILZ GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,
PL,HERZ AUTOMATION & ENGINEERING,https://herz-automation.pl/,i.dudek@herz.com.pl,,,,,,,,,,,,,,,,,,,,,,,
CH,HEULE Werkzeug AG,,,,,,,,,,,,,,,,,,,,,,,,,
PL,HIFI FILTER POLSKA,https://www.hifi-filter.com,,,,,,,,,,,,,,,,,,,,,,,,
DE,HIWIN,https://www.hiwin.de,info@hiwin.de,,,,,,,,,,,,,,,,,,,,,,,
PL,HIZMET,https://www.plasmet.net,biuro@plasmet.net,,,,,,,,,,,,,,,,,,,,,,,
CZ,HOUFEK,http://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,HWR Spanntechnik GmbH,,,,,,,,,,,,,,,,,,,,,,,,,
PL,HYDRON hydraulika siłowa Mariusz Sząszor,,,,,,,,,,,,,,,,,,,,,,,,,
TR,Hürsan Press,http://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
IT,I.M.V.PRESSE s.r.l.,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,IDEAL-WERK C.+ E. JUNGEBLODT,https://www.tatje.com,,,,,,,,,,,,,,,,,,,,,,,,
IT,IFP EUROPE Srl,,,,,,,,,,,,,,,,,,,,,,,,,
PL,IGUS Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,IMI INTERNATIONAL Sp. z o.o.,https://www.norgren.com/pl,,,,,,,,,,,,,,,,,,,,,,,,
CH,IMOBERDORF AG,https://www.imoberdorf.com,verkauf@imoberdorf.com,,,,,,,,,,,,,,,,,,,,,,,
PL,INDUSTRY MEDIA Sp. z o.o.,http://www.iautomatyka.pl,kontakt@iautomatyka.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,INSIZE POLAND Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,INTERPOLER,https://www.interpoler.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,INTREX,https://www.intrex.pl,intrex@intrex.pl,,,,,,,,,,,,,,,,,,,,,,,
IT,ISTECH SEGATRICI S.R.L.,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,ITT-TECHNIKA OBRABIARKI CNC Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"JINAN BODOR CNC MACHINE CO., LTD.",,,,,,,,,,,,,,,,,,,,,,,,,
PL,JURA POLAND Sp. z o.o.,https://www.swisschamber.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,Franz Kessler GmbH,https://kessler-group.bizlde/,,,,,,,,,,,,,,,,,,,,,,,,
BE,KEYENCE INTERNATIONAL,https://www.keyence.eu,,,,,,,,,,,,,,,,,,,,,,,,
PL,KIESOW,https://www.kiesow.pl/,biuro@kiesow.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,KING TONY POLSKA,https://www.kingtony.com.pl,kingtony@kingtony.com.pl,,,,,,,,,,,,,,,,,,,,,,,
NL,KINKELDER B.V.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,KOGNITA Sp. z o.o.,https://kognita.pl/,bok@seohost.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,KOPAKO,https://www.kopako.pl,biuro@kopako.pl,,,,,,,,,,,,,,,,,,,,,,,
CN,"KUNSHAN LIYUANXIN METAL PRODUCTS CO., LTD.",https://www.lyxsoftjaws.com/,yoonading@lyxjs.com,,,,,,,,,,,,,,,,,,,,,,,
CN,"KUNSHAN OMATEI MECHANICAL AND ELECTRICAL EQUIPMENT CO., LTD.",https://www.omatei.com,omatei@omatei.com,,,,,,,,,,,,,,,,,,,,,,,
DE,KUNZMANN MASCHINENBAU GMBH,https://www.kunzmann-fraesmaschinen.de,info@kunzmann-fraesmaschinen.de,,,,,,,,,,,,,,,,,,,,,,,
PL,KWG GROUP Sp. z o.o.,http://www.kwg.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,LAK - SERWIS NATALIA RATKIEWICZ,http://lak-serwis.pl,biuro@lak-serwis.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,LASER FACTOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,,,,,,,,,,,,,,,,,,,,,,
PL,LASIT LASER POLSKA Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,LASKA TECHNIKA PRZEMYSŁOWA SP. Z O.O.,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"LISHUI CITY YONGRUN PRECISION MACHINERY CO., LTD.",http://www.cnballscrew.com/,yongrun@cnyouright.com,,,,,,,,,,,,,,,,,,,,,,,
CH,LISTA AG,https://www.swisschamber.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,LOTNIK,https://www.lotnik.com.pl,biuro@lotnik.com.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,LW TECHNIC Sp. z o.o.,http://WWW.LW-TECHNIC.COM,info@lw-technic.com,,,,,,,,,,,,,,,,,,,,,,,
CN,"Luoyang Bing Yan Laser Equipment Co., Ltd.",https://www.lybylaser.com,ca254c5714ff4a723a1db3821caa9673@sen.xiaoman.cn,,,,,,,,,,,,,,,,,,,,,,,
IT,MA.TE.,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
CN,MADE-IN-CHINA.COM,https://www.made-in-china.com/,,,,,,,,,,,,,,,,,,,,,,,,
PL,MADORA Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,MARBAD,https://www.marbad.eu,,,,,,,,,,,,,,,,,,,,,,,,
PL,MASKLOGIK CONVERTING Sp. z o.o.,https://masklogik.pl/,tomasz.pyzik@masklogik.com,,,,,,,,,,,,,,,,,,,,,,,
PL,MASZYNY-POLSKIE.PL,https://www.maszyny-polskie.pl,,,,,,,,,,,,,,,,,,,,,,,,
IT,MATTER S.R.L,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,MATURE FILTERS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,http://www.maturefilters.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,MDT WADOWSKI sp.k.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,MEDIA4BUSINESS Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
TW,MEGA,https://www.bandaw.com.tw,,,,,,,,,,,,,,,,,,,,,,,,
PL,MEGAN,"https://www.delfinvacuums.pl, www.megan-odkurzacze.pl",,,,,,,,,,,,,,,,,,,,,,,,
IT,MEMOLI BENDING MACHINES,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,METAL PLAST Zdzisław Oelrich,https://www.metal-plast.net.pl/,metal-plast222@wp.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,METAL TEAM Sp. z o.o. Sp.K.,http://www.metalteam.pl,metalteam@metalteam.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,MIRWENT Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,MITEGRA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,https://www.gmautomatyka.pl,info@gmautomatyka.pl,,,,,,,,,,,,,,,,,,,,,,,
GB,MOCAP,https://www.mocap.com.pl,,,,,,,,,,,,,,,,,,,,,,,,
CH,MONNIER + ZAHNER AG,https://www.monnier-zahner.ch,info@monnier-zahner.ch,,,,,,,,,,,,,,,,,,,,,,,
PT,MOTOFIL,https://www.motofil.com/en/after-sales/,,,,,,,,,,,,,,,,,,,,,,,,
CH,MU-TOOLS SA,https://www.mu-tools.ch,,,,,,,,,,,,,,,,,,,,,,,,
PL,MURRELEKTRONIK Sp. z o.o.,http://www.murrelektronik.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,MV CENTER SYSTEMY WIZYJNE,https://www.mv-center.com,kleczek@mv-center.com,,,,,,,,,,,,,,,,,,,,,,,
PL,Monitor ERP System Polska Sp. z o.o.,http://www.monitorerp.com,support@monitorerp.com,,,,,,,,,,,,,,,,,,,,,,,
JP,NACHI EUROPE GmbH,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,NIKKEN Deutschland GmbH,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,NOYEN Sp. z o.o.,http://www.noyen.com,,,,,,,,,,,,,,,,,,,,,,,,
GB,Norbar,,,,,,,,,,,,,,,,,,,,,,,,,
PL,OBERON Robert Dyrda,,,,,,,,,,,,,,,,,,,,,,,,,
IT,"OMCG
OMCG",https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,"OMEGA SYSTEM L.POLAKOWSKI, M.SERAFIŃSKA-POLAKOWSKA s.c.",http://omegasystem.pl,omegasystem@omegasystem.plbiuro,,,,,,,,,,,,,,,,,,,,,,,
IT,OMERA S.r.L.,http://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
LT,OMNA UAB,http://www.omna.lt,info@omna.lt,,,,,,,,,,,,,,,,,,,,,,,
PL,OPTOTOM INSTRUMENTS SYKUŁA I WSPÓLNICY S.K.A.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,OPTOTOM Tomasz Sykuła,,,,,,,,,,,,,,,,,,,,,,,,,
PL,P.A.T. BUGAŁA SPÓŁKA KOMANDYTOWA,http://www.nowa.e-pat.pl,sklep@e-pat.pl,,,,,,,,,,,,,,,,,,,,,,,
IE,PEM Europe,http://pemnet.com,,,,,,,,,,,,,,,,,,,,,,,,
PL,PENNY GONDEK,https://www.penny-gondek.pl,,,,,,,,,,,,,,,,,,,,,,,,
CH,PETER LEHMANN AG,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PFERD - VSM Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PILZ POLSKA Sp. z o.o.,http://www.pilz.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,PNEUMAT SYSTEM Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,POLARIS ENGINEERING Sp. z o.o.,http://www.polaris.com.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,POLCOM Przemysław Kimla,http://www.kimla.pl,biuro@kimla.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,POLTECHNIK Sp. z o.o. Sp. k.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,POLWELT Sp. z o.o.,http://www.polwelt.pl,,,,,,,,,,,,,,,,,,,,,,,,
CZ,PRAMARK,https://www.pramark.cz,pramark@pramark.cz,,,,,,,,,,,,,,,,,,,,,,,
PL,PROALPHA POLSKA Sp. z o.o.,http://www.proalpha.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,PROTEKT,https://www.protekt.com.pl,doradztwo@protekt.com.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,TRAK,https://www.trak.com.pl,info@trak.com.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,PSI POLSKA,https://www.psipolska.com,,,,,,,,,,,,,,,,,,,,,,,,
DE,Panasonic Industry Europe GmbH,,,,,,,,,,,,,,,,,,,,,,,,,
PL,Polska Izba Konstrukcji Stalowych,,,,,,,,,,,,,,,,,,,,,,,,,
PL,POLSKO-SZWAJCARSKA IZBA GOSPODARCZA,https://www.swisschamber.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,PLASMET,https://www.plasmet.net,biuro@plasmet.net,,,,,,,,,,,,,,,,,,,,,,,
PL,ELMAT,https://www.elmat.lublin.pl,elmat@elmat.lublin.pl,,,,,,,,,,,,,,,,,,,,,,,
CN,"QINGDAO BAOXING STEEL CO., LTD.",https://www.baoxing-steel.com,admin@baoxing-steel.com,,,,,,,,,,,,,,,,,,,,,,,
CN,"QINGDAO GREATWALL INDUSTRY CO.,LTD",https://www.greatwallfabrics.com/,sales@greatwallfabrics.com,,,,,,,,,,,,,,,,,,,,,,,
IT,R&W TECH SRL,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,RAION AUTOMATYKA Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,RAVEN MEDIA Sp. z o.o.,http://www.magazynprzemyslowy.pl,mm.redakcja@magazynprzemyslowy.pl,,,,,,,,,,,,,,,,,,,,,,,
CZ,RAYNET s.r.o.,https://raynetcrm.pl/kontakt/,kontakt@raynetcrm.pl,,,,,,,,,,,,,,,,,,,,,,,
CN,RAYTRON LASER,http://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,RAZIOL ZIBULLA & SOHN,https://www.raziol.com,info@raziol.com,,,,,,,,,,,,,,,,,,,,,,,
